model,n,mae,rmse,median_ae,r2,p95_threshold,p95_n,p95_mae,p95_rmse,underprediction_rate,mean_underprediction,worst_underprediction
LightGBM,1032,3.1064871300065025,4.596379708243672,2.3492241118410586,0.6685695374387789,36.4735,52,9.714711631465335,13.848878090375438,0.9038461538461539,10.686268111047058,65.29552211484123
XGBoost,1032,3.121804128391473,4.63469646969986,2.4064700000000006,0.6630207031424404,36.4735,52,9.501694538461537,13.841541233963842,0.8846153846153846,10.597914434782608,66.476502
RandomForest,1032,3.6323571564628225,5.078173063559014,2.937087750550938,0.5954468188221045,36.4735,52,9.921062291119837,14.096745397388661,0.9230769230769231,10.668157004468648,66.4039041005291
CausalTFT,1032,3.414279773255814,5.219032785669189,2.358547999999999,0.5726923423645471,36.4735,52,11.400522615384615,15.51866119165059,0.9423076923076923,11.932147061224489,70.620114
