sensor_id,city,feature,pattern_type,period,mean,median,std,min,max,count
1,Tulkarem,o3,day_type,Weekday,54.869197907585004,54.55,13.43772226366204,18.31,94.02,1147
1,Tulkarem,o3,day_type,Weekend,56.014927234927235,59.34,15.373700786736775,-2.32,89.18,481
1,Tulkarem,o3,daily,2026-08-06 00:00:00+00:00,56.564375000000005,57.230000000000004,13.752358864649558,30.48,85.25,96
1,Tulkarem,o3,daily,2026-08-07 00:00:00+00:00,61.39147368421054,59.1,12.048396729963617,38.17,87.01,95
1,Tulkarem,o3,daily,2026-08-08 00:00:00+00:00,63.12431578947369,62.1,6.627742411536844,51.87,83.34,95
1,Tulkarem,o3,daily,2026-08-09 00:00:00+00:00,56.85368421052633,54.52,11.827979634732285,34.1,83.15,95
1,Tulkarem,o3,daily,2026-08-10 00:00:00+00:00,54.635894736842104,53.09,13.475431978607528,31.5,86.95,95
1,Tulkarem,o3,daily,2026-08-11 00:00:00+00:00,49.22166666666667,50.445,13.448836119994033,24.63,81.94,96
1,Tulkarem,o3,daily,2026-08-12 00:00:00+00:00,49.58406250000001,48.93,13.8242470112347,27.71,84.91,96
1,Tulkarem,o3,daily,2026-08-13 00:00:00+00:00,49.797263157894754,50.85,12.802500540503237,27.23,94.02,95
1,Tulkarem,o3,daily,2026-08-14 00:00:00+00:00,65.91177083333334,66.55,8.265608392266007,46.86,85.15,96
1,Tulkarem,o3,daily,2026-08-15 00:00:00+00:00,60.88625,60.52,10.263776185154631,38.79,89.18,96
1,Tulkarem,o3,daily,2026-08-16 00:00:00+00:00,38.20822916666666,41.68000000000001,20.880238756186454,-2.32,69.16,96
1,Tulkarem,o3,daily,2026-08-17 00:00:00+00:00,51.3021875,52.0,10.977399673216162,29.57,74.06,96
1,Tulkarem,o3,daily,2026-08-18 00:00:00+00:00,59.220416666666665,61.19,11.068830767583517,35.82,82.23,96
1,Tulkarem,o3,daily,2026-08-19 00:00:00+00:00,51.244421052631594,49.43,13.080373450634456,30.18,80.2,95
1,Tulkarem,o3,daily,2026-08-20 00:00:00+00:00,52.66104166666667,52.8,15.714959582925514,18.31,84.15,96
1,Tulkarem,o3,daily,2026-08-21 00:00:00+00:00,56.89178947368421,53.31,9.79993073997968,44.4,87.95,95
1,Tulkarem,o3,daily,2026-08-22 00:00:00+00:00,60.90406250000001,61.425,7.078718227435039,38.65,78.07,96
1,Tulkarem,o3,daily,2026-08-23 00:00:00+00:00,61.803333333333335,61.72,0.5398456569551465,61.31,62.38,3
1,Tulkarem,o3,weekly,2026-08-03/2026-08-09,59.47580052493438,59.32,11.694858078484513,30.48,87.01,381
1,Tulkarem,o3,weekly,2026-08-10/2026-08-16,52.607611940298504,55.0,16.049569150725603,-2.32,94.02,670
1,Tulkarem,o3,weekly,2026-08-17/2026-08-23,55.40861351819757,55.24,12.150421795577383,18.31,87.95,577
1,Tulkarem,aqi,hour,0,108.48571428571428,110.0,26.360787114737086,64.0,165.0,70
1,Tulkarem,aqi,hour,1,109.49253731343283,108.0,29.245239516433895,63.0,183.0,67
1,Tulkarem,aqi,hour,2,110.86764705882354,111.0,29.92423488056138,64.0,189.0,68
1,Tulkarem,aqi,hour,3,116.25,112.0,31.359911190096604,74.0,196.0,68
1,Tulkarem,aqi,hour,4,112.02941176470588,108.5,25.34535818919052,69.0,158.0,68
1,Tulkarem,aqi,hour,5,114.41176470588235,113.0,30.82508926479559,55.0,194.0,68
1,Tulkarem,aqi,hour,6,105.26470588235294,100.5,28.261897585549427,63.0,184.0,68
1,Tulkarem,aqi,hour,7,103.07352941176471,102.0,31.081172578425484,49.0,193.0,68
1,Tulkarem,aqi,hour,8,99.66176470588235,94.5,22.872528196355205,49.0,146.0,68
1,Tulkarem,aqi,hour,9,90.35820895522389,88.0,23.08068948377811,46.0,141.0,67
1,Tulkarem,aqi,hour,10,80.73529411764706,79.5,24.645921007344466,38.0,138.0,68
1,Tulkarem,aqi,hour,11,75.67647058823529,76.5,24.18550273575498,32.0,134.0,68
1,Tulkarem,aqi,hour,12,74.3970588235294,78.0,24.046062578907318,30.0,113.0,68
1,Tulkarem,aqi,hour,13,75.66176470588235,80.5,24.77396942394249,30.0,118.0,68
1,Tulkarem,aqi,hour,14,76.61764705882354,84.0,24.115412432075377,30.0,119.0,68
1,Tulkarem,aqi,hour,15,73.5223880597015,84.0,25.01233526528232,28.0,111.0,67
1,Tulkarem,aqi,hour,16,99.03030303030303,97.5,73.49913022969827,36.0,637.0,66
1,Tulkarem,aqi,hour,17,100.25,103.5,30.966700940916827,42.0,186.0,68
1,Tulkarem,aqi,hour,18,101.5223880597015,107.0,28.1340719827752,43.0,171.0,67
1,Tulkarem,aqi,hour,19,103.19117647058823,102.0,30.53222293579734,43.0,177.0,68
1,Tulkarem,aqi,hour,20,104.94117647058823,102.0,30.637447748880916,42.0,184.0,68
1,Tulkarem,aqi,hour,21,102.55882352941177,97.5,32.03467447539482,11.0,194.0,68
1,Tulkarem,aqi,hour,22,107.08823529411765,103.0,25.664154276924467,53.0,168.0,68
1,Tulkarem,aqi,hour,23,110.33823529411765,115.0,23.95244685355065,67.0,154.0,68
1,Tulkarem,aqi,day_of_week,Monday,72.87958115183245,73.0,25.933947511087727,30.0,160.0,191
1,Tulkarem,aqi,day_of_week,Tuesday,83.95833333333333,86.0,23.969403125921065,28.0,154.0,192
1,Tulkarem,aqi,day_of_week,Wednesday,83.36125654450262,80.0,32.9076917339228,30.0,192.0,191
1,Tulkarem,aqi,day_of_week,Thursday,100.24738675958189,97.0,21.304603686808914,55.0,193.0,287
1,Tulkarem,aqi,day_of_week,Friday,109.0,108.0,28.214093778097823,55.0,194.0,286
1,Tulkarem,aqi,day_of_week,Saturday,115.62717770034843,113.0,27.623031082822497,11.0,196.0,287
1,Tulkarem,aqi,day_of_week,Sunday,106.80927835051547,98.0,49.05775085190421,48.0,637.0,194
1,Tulkarem,aqi,day_type,Weekday,92.33391455972101,90.0,29.51772193337081,28.0,194.0,1147
1,Tulkarem,aqi,day_type,Weekend,112.07068607068607,109.0,37.961427700627816,11.0,637.0,481
1,Tulkarem,aqi,daily,2026-08-06 00:00:00+00:00,96.22916666666667,94.0,11.644270483277143,78.0,133.0,96
1,Tulkarem,aqi,daily,2026-08-07 00:00:00+00:00,88.67368421052632,81.0,22.520648730907336,55.0,162.0,95
1,Tulkarem,aqi,daily,2026-08-08 00:00:00+00:00,98.51578947368421,93.0,19.52078170189605,75.0,138.0,95
1,Tulkarem,aqi,daily,2026-08-09 00:00:00+00:00,97.89473684210526,88.0,32.52085212703242,48.0,165.0,95
1,Tulkarem,aqi,daily,2026-08-10 00:00:00+00:00,79.4421052631579,82.0,30.29490364747969,32.0,160.0,95
1,Tulkarem,aqi,daily,2026-08-11 00:00:00+00:00,74.61458333333333,73.5,28.13814410206849,28.0,154.0,96
1,Tulkarem,aqi,daily,2026-08-12 00:00:00+00:00,98.5625,88.0,28.13569095051973,62.0,192.0,96
1,Tulkarem,aqi,daily,2026-08-13 00:00:00+00:00,118.43157894736842,116.0,17.011043116338726,88.0,193.0,95
1,Tulkarem,aqi,daily,2026-08-14 00:00:00+00:00,132.35416666666666,130.0,23.651851676333887,102.0,194.0,96
1,Tulkarem,aqi,daily,2026-08-15 00:00:00+00:00,130.34375,126.0,31.18158300056385,11.0,196.0,96
1,Tulkarem,aqi,daily,2026-08-16 00:00:00+00:00,115.78125,105.0,60.67362266126941,62.0,637.0,96
1,Tulkarem,aqi,daily,2026-08-17 00:00:00+00:00,66.38541666666667,72.0,18.743908367178733,30.0,106.0,96
1,Tulkarem,aqi,daily,2026-08-18 00:00:00+00:00,93.30208333333333,90.5,13.67142220428143,70.0,138.0,96
1,Tulkarem,aqi,daily,2026-08-19 00:00:00+00:00,68.0,54.0,30.23841434545898,30.0,145.0,95
1,Tulkarem,aqi,daily,2026-08-20 00:00:00+00:00,86.27083333333333,81.0,20.003409797051397,55.0,174.0,96
1,Tulkarem,aqi,daily,2026-08-21 00:00:00+00:00,105.72631578947369,104.0,18.856367571309235,82.0,142.0,95
1,Tulkarem,aqi,daily,2026-08-22 00:00:00+00:00,117.84375,115.0,20.764508244395746,88.0,178.0,96
1,Tulkarem,aqi,daily,2026-08-23 00:00:00+00:00,102.0,102.0,1.0,101.0,103.0,3
1,Tulkarem,aqi,weekly,2026-08-03/2026-08-09,95.33070866141732,92.0,23.036945767309327,48.0,165.0,381
1,Tulkarem,aqi,weekly,2026-08-10/2026-08-16,107.1,109.0,40.041650587404945,11.0,637.0,670
1,Tulkarem,aqi,weekly,2026-08-17/2026-08-23,89.66204506065858,88.0,27.94044692346005,30.0,178.0,577
2,Nablus,pm25,hour,0,24.17666666666667,23.685,11.083613730788949,9.37,45.81,66
2,Nablus,pm25,hour,1,24.35253968253969,20.75,11.453594867178795,9.27,48.56,63
2,Nablus,pm25,hour,2,23.927031250000002,21.005000000000003,11.445269859541893,9.05,48.61,64
2,Nablus,pm25,hour,3,23.10578125,22.475,10.339415230875886,8.68,41.74,64
2,Nablus,pm25,hour,4,22.797656250000003,21.58,10.335602015500474,8.54,42.8,64
2,Nablus,pm25,hour,5,21.633125,21.835,8.58233547135377,9.13,42.9,64
2,Nablus,pm25,hour,6,19.696718750000002,20.41,6.353854237049714,9.5,35.25,64
2,Nablus,pm25,hour,7,18.6784375,18.755,5.281695019758906,10.3,30.48,64
2,Nablus,pm25,hour,8,18.10921875,18.369999999999997,4.190057129090208,12.18,27.94,64
2,Nablus,pm25,hour,9,17.279531249999998,18.07,3.7096576788493616,11.59,26.04,64
2,Nablus,pm25,hour,10,17.2828125,16.740000000000002,3.634981919017934,11.25,24.66,64
2,Nablus,pm25,hour,11,17.002769230769232,16.43,4.021142758786172,10.52,26.57,65
2,Nablus,pm25,hour,12,15.951029411764704,16.055,3.4623842788813066,9.24,22.54,68
2,Nablus,pm25,hour,13,15.282352941176471,15.825,3.078168246566507,8.7,21.01,68
2,Nablus,pm25,hour,14,14.895147058823527,14.969999999999999,3.3568666505231044,8.34,21.86,68
2,Nablus,pm25,hour,15,15.402537313432836,15.56,3.5109479611221563,9.59,23.48,67
2,Nablus,pm25,hour,16,18.59318181818182,18.86,5.050932331024383,11.25,29.64,66
2,Nablus,pm25,hour,17,21.744852941176475,22.985,5.953177376290186,12.0,35.85,68
2,Nablus,pm25,hour,18,22.999104477611937,24.62,7.122947494125627,11.42,40.1,67
2,Nablus,pm25,hour,19,23.980441176470592,23.73,8.329082914133943,12.31,40.54,68
2,Nablus,pm25,hour,20,23.89544117647059,23.83,9.39005911856893,11.26,50.79,68
2,Nablus,pm25,hour,21,23.515882352941176,23.674999999999997,9.29924796113476,10.39,41.69,68
2,Nablus,pm25,hour,22,23.829852941176473,22.73,10.170810662395093,10.17,44.58,68
2,Nablus,pm25,hour,23,24.357058823529407,21.869999999999997,11.235232305195654,10.04,44.98,68
2,Nablus,pm25,day_of_week,Monday,12.73680628272251,12.31,2.9651945457010167,8.34,23.91,191
2,Nablus,pm25,day_of_week,Tuesday,15.289479166666666,14.625,3.8213772824260936,10.23,26.69,192
2,Nablus,pm25,day_of_week,Wednesday,13.515497382198951,13.08,2.421087976127882,10.02,20.75,191
2,Nablus,pm25,day_of_week,Thursday,21.06091286307054,19.09,6.270403960661189,11.43,37.74,241
2,Nablus,pm25,day_of_week,Friday,25.35265734265734,23.23,7.917504918964249,12.8,44.98,286
2,Nablus,pm25,day_of_week,Saturday,26.994773519163765,25.5,8.26231425957955,15.44,50.79,287
2,Nablus,pm25,day_of_week,Sunday,22.879896907216494,21.445,7.999987369788652,10.07,44.33,194
2,Nablus,pm25,day_type,Weekday,18.416267029972754,16.04,7.443545144955716,8.34,44.98,1101
2,Nablus,pm25,day_type,Weekend,25.335135135135136,24.13,8.395928181790492,10.07,50.79,481
2,Nablus,pm25,daily,2026-08-06 00:00:00+00:00,21.290816326530614,22.61,4.051347428497655,14.11,28.55,49
2,Nablus,pm25,daily,2026-08-07 00:00:00+00:00,19.52705263157895,18.32,4.906971131837827,12.8,29.98,95
2,Nablus,pm25,daily,2026-08-08 00:00:00+00:00,24.11336842105263,21.79,7.744207115785557,15.77,50.79,95
2,Nablus,pm25,daily,2026-08-09 00:00:00+00:00,20.472842105263158,18.06,8.494589349667521,10.07,41.88,95
2,Nablus,pm25,daily,2026-08-10 00:00:00+00:00,11.279684210526316,11.1,1.7101837979060557,8.54,15.74,95
2,Nablus,pm25,daily,2026-08-11 00:00:00+00:00,12.347708333333335,12.280000000000001,1.4702806600436007,10.23,19.48,96
2,Nablus,pm25,daily,2026-08-12 00:00:00+00:00,13.390520833333333,13.030000000000001,2.4089147457294917,10.2,20.73,96
2,Nablus,pm25,daily,2026-08-13 00:00:00+00:00,22.951562500000005,20.880000000000003,6.155425732956849,13.96,34.06,96
2,Nablus,pm25,daily,2026-08-14 00:00:00+00:00,29.641562500000003,31.235,7.3745046332297,19.57,43.1,96
2,Nablus,pm25,daily,2026-08-15 00:00:00+00:00,30.239687500000002,29.64,9.419740800224869,15.44,48.61,96
2,Nablus,pm25,daily,2026-08-16 00:00:00+00:00,24.870104166666668,23.66,6.621353891573546,15.5,44.33,96
2,Nablus,pm25,daily,2026-08-17 00:00:00+00:00,14.178749999999999,14.52,3.2352005550783014,8.34,23.91,96
2,Nablus,pm25,daily,2026-08-18 00:00:00+00:00,18.23125,16.85,3.1157049552903837,14.31,26.69,96
2,Nablus,pm25,daily,2026-08-19 00:00:00+00:00,13.641789473684206,13.08,2.4395443326473587,10.02,20.75,95
2,Nablus,pm25,daily,2026-08-20 00:00:00+00:00,19.052916666666665,16.96,6.740422900470932,11.43,37.74,96
2,Nablus,pm25,daily,2026-08-21 00:00:00+00:00,26.84421052631579,24.8,7.4624309510968345,16.78,44.98,95
2,Nablus,pm25,daily,2026-08-22 00:00:00+00:00,26.601250000000004,26.96,6.192240347912522,17.23,36.67,96
2,Nablus,pm25,daily,2026-08-23 00:00:00+00:00,35.416666666666664,35.53,0.9749529903197032,34.39,36.33,3
2,Nablus,pm25,weekly,2026-08-03/2026-08-09,21.35931137724551,19.61,7.057438846204636,10.07,50.79,334
2,Nablus,pm25,weekly,2026-08-10/2026-08-16,20.688405365126677,18.57,9.558660681314537,8.54,48.61,671
2,Nablus,pm25,weekly,2026-08-17/2026-08-23,19.838093587521662,17.38,7.5095827325900775,8.34,44.98,577
2,Nablus,temperature,hour,0,29.151818181818182,28.715,1.875698769559194,26.32,32.9,66
2,Nablus,temperature,hour,1,29.07730158730159,28.72,1.724063285970007,26.35,32.69,63
2,Nablus,temperature,hour,2,29.23046875,29.03,1.6166989978971311,26.82,32.85,64
2,Nablus,temperature,hour,3,29.485156249999996,29.335,1.4271316467317143,26.89,32.59,64
2,Nablus,temperature,hour,4,29.95421875,29.939999999999998,1.523945177416117,26.98,32.78,64
2,Nablus,temperature,hour,5,30.56609375,30.335,1.6310894374546698,27.89,34.29,64
2,Nablus,temperature,hour,6,31.44578125,31.075000000000003,1.4392753960499027,29.16,34.24,64
2,Nablus,temperature,hour,7,32.462656249999995,32.29,1.3153045904559915,30.57,35.04,64
2,Nablus,temperature,hour,8,33.610625,33.545,1.3193274801958763,31.13,36.78,64
2,Nablus,temperature,hour,9,34.83359374999999,34.894999999999996,1.2394768061469283,32.25,37.29,64
2,Nablus,temperature,hour,10,35.46,35.665,1.1288623293963524,32.6,37.29,64
2,Nablus,temperature,hour,11,35.29923076923077,35.53,1.200938835469343,32.71,37.35,65
2,Nablus,temperature,hour,12,35.1529411764706,34.965,1.2141123639552651,32.45,37.3,68
2,Nablus,temperature,hour,13,35.13088235294118,35.085,1.2124192360165842,32.19,37.17,68
2,Nablus,temperature,hour,14,36.07426470588236,35.91,1.2960298920641427,33.26,38.89,68
2,Nablus,temperature,hour,15,35.86820895522388,35.82,1.5455791553243512,32.95,38.7,67
2,Nablus,temperature,hour,16,32.42363636363637,32.25,1.8777520409448971,28.77,37.48,66
2,Nablus,temperature,hour,17,30.066323529411772,29.990000000000002,1.053148661263777,27.87,32.6,68
2,Nablus,temperature,hour,18,29.661791044776123,29.52,0.8737587306073274,27.93,31.82,67
2,Nablus,temperature,hour,19,29.693676470588237,29.39,1.1407092640588776,27.99,32.14,68
2,Nablus,temperature,hour,20,29.52691176470588,29.255,1.3874536510778934,27.3,32.36,68
2,Nablus,temperature,hour,21,29.446323529411767,29.23,1.6007460055747371,26.85,32.3,68
2,Nablus,temperature,hour,22,29.476470588235294,28.98,1.6376008704999934,26.68,32.5,68
2,Nablus,temperature,hour,23,29.26279411764706,28.525,1.7875839156490718,27.27,32.8,68
2,Nablus,temperature,day_of_week,Monday,32.223350785340315,32.03,2.7180148091240786,27.87,38.89,191
2,Nablus,temperature,day_of_week,Tuesday,32.23104166666666,32.06,2.8534366087106604,26.89,37.84,192
2,Nablus,temperature,day_of_week,Wednesday,32.56151832460733,32.4,2.9615421477810333,27.15,38.38,191
2,Nablus,temperature,day_of_week,Thursday,31.521327800829873,30.19,3.0463806223559065,26.73,36.77,241
2,Nablus,temperature,day_of_week,Friday,30.992797202797206,29.740000000000002,2.9495501662610173,26.32,37.38,286
2,Nablus,temperature,day_of_week,Saturday,31.37445993031359,30.28,3.021854135641742,26.54,37.0,287
2,Nablus,temperature,day_of_week,Sunday,32.0880412371134,31.52,2.864835811398267,27.01,38.7,194
2,Nablus,temperature,day_type,Weekday,31.810036330608536,31.66,2.97223656200126,26.32,38.89,1101
2,Nablus,temperature,day_type,Weekend,31.66226611226611,31.01,2.977200247274285,26.54,38.7,481
2,Nablus,temperature,daily,2026-08-06 00:00:00+00:00,30.955102040816325,29.08,3.3270714865885807,26.73,36.18,49
2,Nablus,temperature,daily,2026-08-07 00:00:00+00:00,30.52726315789473,29.58,2.8938976301591914,26.32,35.46,95
2,Nablus,temperature,daily,2026-08-08 00:00:00+00:00,31.018631578947364,30.0,3.0814470939169447,26.54,36.59,95
2,Nablus,temperature,daily,2026-08-09 00:00:00+00:00,32.57936842105263,31.64,3.1662310000694314,27.89,38.7,95
2,Nablus,temperature,daily,2026-08-10 00:00:00+00:00,33.84147368421052,32.6,2.2907580128063034,31.06,38.89,95
2,Nablus,temperature,daily,2026-08-11 00:00:00+00:00,33.71729166666666,32.55,2.390891258249093,30.0,37.84,96
2,Nablus,temperature,daily,2026-08-12 00:00:00+00:00,34.00989583333333,32.89,2.5162271233741023,29.7,38.38,96
2,Nablus,temperature,daily,2026-08-13 00:00:00+00:00,31.736145833333335,30.53,2.8528819665998935,27.47,36.62,96
2,Nablus,temperature,daily,2026-08-14 00:00:00+00:00,30.471770833333334,29.54,2.5414910645407254,27.33,35.08,96
2,Nablus,temperature,daily,2026-08-15 00:00:00+00:00,31.665520833333336,30.64,3.036091972045527,27.47,37.0,96
2,Nablus,temperature,daily,2026-08-16 00:00:00+00:00,31.756874999999997,31.255000000000003,2.3715752315596843,28.13,36.4,96
2,Nablus,temperature,daily,2026-08-17 00:00:00+00:00,30.622083333333336,30.2,2.0912926834183923,27.87,34.35,96
2,Nablus,temperature,daily,2026-08-18 00:00:00+00:00,30.744791666666668,30.035,2.48780308036361,26.89,35.09,96
2,Nablus,temperature,daily,2026-08-19 00:00:00+00:00,31.097894736842104,30.39,2.649887952162234,27.15,35.59,95
2,Nablus,temperature,daily,2026-08-20 00:00:00+00:00,31.595520833333335,30.39,3.08153340837477,27.47,36.77,96
2,Nablus,temperature,daily,2026-08-21 00:00:00+00:00,31.98484210526316,30.5,3.1597094073084975,28.23,37.38,95
2,Nablus,temperature,daily,2026-08-22 00:00:00+00:00,31.43552083333333,30.03,2.943079972728773,27.39,36.27,96
2,Nablus,temperature,daily,2026-08-23 00:00:00+00:00,27.12666666666667,27.11,0.1258305739211793,27.01,27.26,3
2,Nablus,temperature,weekly,2026-08-03/2026-08-09,31.313473053892213,30.595,3.185444359825172,26.32,38.7,334
2,Nablus,temperature,weekly,2026-08-10/2026-08-16,32.454932935916545,32.16,2.8745258329248693,27.33,38.89,671
2,Nablus,temperature,weekly,2026-08-17/2026-08-23,31.224332755632588,30.28,2.797639247884487,26.89,37.38,577
2,Nablus,humidity,hour,0,60.53348484848485,70.325,17.88707384526381,26.08,78.32,66
2,Nablus,humidity,hour,1,59.829365079365076,67.7,17.697343146051146,25.46,76.76,63
2,Nablus,humidity,hour,2,59.338437500000005,64.715,16.804048758043354,26.86,75.29,64
2,Nablus,humidity,hour,3,58.712500000000006,64.765,15.776889467504082,25.82,75.58,64
2,Nablus,humidity,hour,4,57.66828125000001,63.975,15.667677429875399,24.57,74.65,64
2,Nablus,humidity,hour,5,55.24015625,60.375,15.061508755996007,22.21,71.75,64
2,Nablus,humidity,hour,6,51.63609375,56.475,13.545565855300316,22.04,65.74,64
2,Nablus,humidity,hour,7,48.05328125,52.055,11.357474016991057,23.73,60.26,64
2,Nablus,humidity,hour,8,45.266875,47.754999999999995,8.402669242379197,26.53,54.95,64
2,Nablus,humidity,hour,9,42.3184375,44.18,6.491031717526615,27.76,51.35,64
2,Nablus,humidity,hour,10,42.78875000000001,43.845,5.5673762022857565,28.52,50.25,64
2,Nablus,humidity,hour,11,45.34323076923077,47.01,6.27097757224011,27.8,54.18,65
2,Nablus,humidity,hour,12,46.36941176470589,47.254999999999995,6.151594595446388,28.97,53.66,68
2,Nablus,humidity,hour,13,46.211470588235294,47.26,6.3419850145278,28.7,53.92,68
2,Nablus,humidity,hour,14,44.689117647058836,46.355000000000004,5.888066032059498,31.35,52.87,68
2,Nablus,humidity,hour,15,45.23776119402985,46.18,6.517972779494316,31.54,56.95,67
2,Nablus,humidity,hour,16,54.584545454545456,54.815,6.916437318072447,39.13,67.79,66
2,Nablus,humidity,hour,17,62.7845588235294,63.58,4.817630690920599,47.69,68.88,68
2,Nablus,humidity,hour,18,64.93059701492537,66.55,5.738263616734811,43.7,71.59,67
2,Nablus,humidity,hour,19,64.07161764705882,66.945,8.625105426185716,37.13,74.24,68
2,Nablus,humidity,hour,20,62.916029411764704,68.05,11.940802510557528,32.19,76.33,68
2,Nablus,humidity,hour,21,61.33808823529413,67.93,14.776726987723304,26.96,76.56,68
2,Nablus,humidity,hour,22,60.702058823529406,67.435,15.329130746044408,27.16,76.94,68
2,Nablus,humidity,hour,23,61.224411764705884,69.75999999999999,16.555987723466124,28.37,76.82,68
2,Nablus,humidity,day_of_week,Monday,44.87303664921466,45.22,14.337417744222074,22.04,72.3,191
2,Nablus,humidity,day_of_week,Tuesday,45.75703124999999,46.28,14.16995767687622,23.88,65.61,192
2,Nablus,humidity,day_of_week,Wednesday,45.50214659685864,45.23,14.033913026720459,25.23,69.25,191
2,Nablus,humidity,day_of_week,Thursday,57.050788381742734,59.07,10.967173281777356,32.81,74.37,241
2,Nablus,humidity,day_of_week,Friday,61.40437062937063,62.519999999999996,9.965194769571,44.67,76.94,286
2,Nablus,humidity,day_of_week,Saturday,61.392543554006984,64.59,11.005055583813137,37.7,77.09,287
2,Nablus,humidity,day_of_week,Sunday,56.31128865979381,55.519999999999996,11.249362901438664,37.31,78.32,194
2,Nablus,humidity,day_type,Weekday,52.09618528610354,52.45,14.418362817734184,22.04,76.94,1101
2,Nablus,humidity,day_type,Weekend,59.343139293139295,61.13,11.369760749431231,37.31,78.32,481
2,Nablus,humidity,daily,2026-08-06 00:00:00+00:00,59.501428571428576,65.41,9.963433979641088,42.97,72.35,49
2,Nablus,humidity,daily,2026-08-07 00:00:00+00:00,59.35810526315789,59.81,10.422082355609154,45.41,76.94,95
2,Nablus,humidity,daily,2026-08-08 00:00:00+00:00,62.29031578947368,65.66,9.968194788728027,47.03,77.09,95
2,Nablus,humidity,daily,2026-08-09 00:00:00+00:00,53.10442105263157,50.24,11.898812985299271,37.31,72.77,95
2,Nablus,humidity,daily,2026-08-10 00:00:00+00:00,32.80747368421053,31.54,7.061137568593177,22.04,50.22,95
2,Nablus,humidity,daily,2026-08-11 00:00:00+00:00,35.81822916666666,29.880000000000003,12.043565217448272,23.88,64.82,96
2,Nablus,humidity,daily,2026-08-12 00:00:00+00:00,35.489062499999996,32.68,10.673616471727204,25.23,65.06,96
2,Nablus,humidity,daily,2026-08-13 00:00:00+00:00,54.16458333333333,51.504999999999995,11.582401434178326,32.81,74.37,96
2,Nablus,humidity,daily,2026-08-14 00:00:00+00:00,62.936770833333334,64.86,9.12657317309032,48.56,75.58,96
2,Nablus,humidity,daily,2026-08-15 00:00:00+00:00,59.425625000000004,63.37,11.622567232713578,37.7,74.39,96
2,Nablus,humidity,daily,2026-08-16 00:00:00+00:00,58.812083333333334,58.84,9.260608473434434,38.43,73.35,96
2,Nablus,humidity,daily,2026-08-17 00:00:00+00:00,56.812916666666666,57.735,8.494061816372122,42.03,72.3,96
2,Nablus,humidity,daily,2026-08-18 00:00:00+00:00,55.695833333333326,59.6,7.681298364300368,43.44,65.61,96
2,Nablus,humidity,daily,2026-08-19 00:00:00+00:00,55.620631578947375,58.41,8.779851427343528,37.98,69.25,95
2,Nablus,humidity,daily,2026-08-20 00:00:00+00:00,58.686145833333335,60.93,10.263279087144324,40.11,72.97,96
2,Nablus,humidity,daily,2026-08-21 00:00:00+00:00,61.90210526315789,64.65,10.069957731401162,44.67,76.82,95
2,Nablus,humidity,daily,2026-08-22 00:00:00+00:00,62.47104166666667,66.62,11.194404004178692,42.11,76.51,96
2,Nablus,humidity,daily,2026-08-23 00:00:00+00:00,77.83666666666666,77.97,0.5619905100029098,77.22,78.32,3
2,Nablus,humidity,weekly,2026-08-03/2026-08-09,58.43440119760479,59.705,11.213508883136926,37.31,77.09,334
2,Nablus,humidity,weekly,2026-08-10/2026-08-16,48.51678092399404,48.64,15.964902748571227,22.04,75.58,671
2,Nablus,humidity,weekly,2026-08-17/2026-08-23,58.63102253032929,59.64,9.92104758769651,37.98,78.32,577
2,Nablus,aqi,hour,0,113.84848484848484,103.5,45.58111701613102,52.0,194.0,66
2,Nablus,aqi,hour,1,114.23809523809524,108.0,43.143688764225196,52.0,194.0,63
2,Nablus,aqi,hour,2,112.8125,100.0,45.37248834274684,50.0,196.0,64
2,Nablus,aqi,hour,3,110.171875,102.0,43.192281309078126,48.0,196.0,64
2,Nablus,aqi,hour,4,111.234375,102.0,44.002432179351324,47.0,191.0,64
2,Nablus,aqi,hour,5,113.15625,114.0,39.708948553671064,51.0,177.0,64
2,Nablus,aqi,hour,6,109.453125,113.5,35.315777169184486,53.0,196.0,64
2,Nablus,aqi,hour,7,103.75,104.0,29.363620727393652,57.0,169.0,64
2,Nablus,aqi,hour,8,100.5625,102.0,23.22483276888893,68.0,155.0,64
2,Nablus,aqi,hour,9,95.953125,101.0,20.610853734541582,64.0,144.0,64
2,Nablus,aqi,hour,10,96.03125,93.0,20.258620544084593,62.0,137.0,64
2,Nablus,aqi,hour,11,94.43076923076923,91.0,22.385101931006222,58.0,148.0,65
2,Nablus,aqi,hour,12,88.61764705882354,89.0,19.26641917466429,51.0,125.0,68
2,Nablus,aqi,hour,13,84.91176470588235,87.5,17.139232548796365,48.0,117.0,68
2,Nablus,aqi,hour,14,82.73529411764706,83.0,18.637642576456017,46.0,122.0,68
2,Nablus,aqi,hour,15,85.56716417910448,87.0,19.540342015397208,53.0,131.0,67
2,Nablus,aqi,hour,16,103.28787878787878,105.0,28.068468567752813,62.0,164.0,66
2,Nablus,aqi,hour,17,119.44117647058823,128.0,31.73414863581557,67.0,193.0,68
2,Nablus,aqi,hour,18,121.2089552238806,126.0,32.48707776361513,63.0,177.0,67
2,Nablus,aqi,hour,19,122.01470588235294,114.5,37.15537872998902,68.0,183.0,68
2,Nablus,aqi,hour,20,121.23529411764706,115.5,42.16142314254515,63.0,195.0,68
2,Nablus,aqi,hour,21,116.61764705882354,115.0,40.89923161405165,58.0,195.0,68
