sensor_id,city,source_feature,target_feature,lag_minutes,lag,correlation,absolute_correlation,n_observations
1,Tulkarem,temperature,aqi,360,+6 h,-0.04085996184346465,0.04085996184346465,1598
1,Tulkarem,aqi,temperature,-360,-6 h,-0.04085996184346465,0.04085996184346465,1598
1,Tulkarem,pm25,temperature,-360,-6 h,-0.04002318592784708,0.04002318592784708,1597
1,Tulkarem,temperature,pm25,360,+6 h,-0.04002318592784707,0.04002318592784707,1597
1,Tulkarem,aqi,o3,15,+15 min,-0.03438120618859462,0.03438120618859462,1620
1,Tulkarem,o3,aqi,-15,-15 min,-0.03438120618859462,0.03438120618859462,1620
1,Tulkarem,aqi,o3,60,+1 h,0.034244691659305986,0.034244691659305986,1617
1,Tulkarem,o3,aqi,-60,-1 h,0.034244691659305986,0.034244691659305986,1617
1,Tulkarem,o3,pm25,0,+0 min,-0.03245429535615829,0.03245429535615829,1627
1,Tulkarem,pm25,o3,0,+0 min,-0.03245429535615829,0.03245429535615829,1627
1,Tulkarem,no2,aqi,-120,-2 h,0.03218732233842539,0.03218732233842539,1613
1,Tulkarem,aqi,no2,120,+2 h,0.03218732233842538,0.03218732233842538,1613
1,Tulkarem,pm25,no2,120,+2 h,0.024729340914654698,0.024729340914654698,1612
1,Tulkarem,no2,pm25,-120,-2 h,0.024729340914654695,0.024729340914654695,1612
1,Tulkarem,pm25,no2,180,+3 h,-0.02363097448058737,0.02363097448058737,1608
1,Tulkarem,no2,pm25,-180,-3 h,-0.02363097448058737,0.02363097448058737,1608
1,Tulkarem,o3,pm25,360,+6 h,-0.023253274803014253,0.023253274803014253,1597
1,Tulkarem,pm25,o3,-360,-6 h,-0.02325327480301425,0.02325327480301425,1597
1,Tulkarem,pm25,o3,30,+30 min,0.02050999012523679,0.02050999012523679,1618
1,Tulkarem,o3,pm25,-30,-30 min,0.020509990125236785,0.020509990125236785,1618
1,Tulkarem,aqi,no2,180,+3 h,-0.01929318644482069,0.01929318644482069,1609
1,Tulkarem,no2,aqi,-180,-3 h,-0.019293186444820688,0.019293186444820688,1609
5,Nablus,aqi,temperature,-360,-6 h,0.01665176364085031,0.01665176364085031,777
5,Nablus,temperature,aqi,360,+6 h,0.016651763640850307,0.016651763640850307,777
1,Tulkarem,humidity,o3,180,+3 h,0.013729174419990779,0.013729174419990779,1608
1,Tulkarem,o3,humidity,-180,-3 h,0.013729174419990779,0.013729174419990779,1608
1,Tulkarem,aqi,o3,30,+30 min,-0.012269988202999902,0.012269988202999902,1619
1,Tulkarem,o3,aqi,-30,-30 min,-0.0122699882029999,0.0122699882029999,1619
4,Nablus,aqi,temperature,-360,-6 h,-0.011639425909937889,0.011639425909937889,1566
4,Nablus,temperature,aqi,360,+6 h,-0.011639425909937889,0.011639425909937889,1566
4,Nablus,temperature,humidity,360,+6 h,-0.008105076329112186,0.008105076329112186,1566
4,Nablus,humidity,temperature,-360,-6 h,-0.008105076329112186,0.008105076329112186,1566
5,Nablus,pm25,temperature,-360,-6 h,-0.006785204587952998,0.006785204587952998,777
5,Nablus,temperature,pm25,360,+6 h,-0.0067852045879529975,0.0067852045879529975,777
1,Tulkarem,pm25,o3,15,+15 min,-0.00508538846261394,0.00508538846261394,1619
1,Tulkarem,o3,pm25,-15,-15 min,-0.005085388462613939,0.005085388462613939,1619
