feature,target,association_method,score,signed_score,n_observations,notes
pm25_lag_15m,target_pm25_6h,mutual_information,0.2650943116425504,,2662,Nonlinear screening only; final selection must use training folds.
pm25_mean_1h,target_pm25_6h,mutual_information,0.2615489142155978,,2675,Nonlinear screening only; final selection must use training folds.
temperature_humidity_interaction,target_pm25_6h,mutual_information,0.23476041761217026,,2675,Nonlinear screening only; final selection must use training folds.
o3_mean_3h,target_pm25_6h,mutual_information,0.23052588446168443,,1565,Nonlinear screening only; final selection must use training folds.
o3_mean_1h,target_pm25_6h,mutual_information,0.22950373172424854,,1565,Nonlinear screening only; final selection must use training folds.
pm25_humidity_interaction,target_pm25_6h,mutual_information,0.22599837412227242,,2675,Nonlinear screening only; final selection must use training folds.
o3_std_3h,target_pm25_6h,mutual_information,0.22349255400752188,,1565,Nonlinear screening only; final selection must use training folds.
pm25_mean_6h,target_pm25_6h,mutual_information,0.2211966089209998,,2675,Nonlinear screening only; final selection must use training folds.
pm25_lag_1h,target_pm25_6h,mutual_information,0.21619327080168382,,2662,Nonlinear screening only; final selection must use training folds.
temperature_lag_3h,target_pm25_6h,mutual_information,0.2018111276154544,,2662,Nonlinear screening only; final selection must use training folds.
pm25_lag_3h,target_pm25_6h,mutual_information,0.19699288334783738,,2662,Nonlinear screening only; final selection must use training folds.
no2_mean_3h,target_pm25_6h,mutual_information,0.18549693143115098,,1565,Nonlinear screening only; final selection must use training folds.
temperature_mean_3h,target_pm25_6h,mutual_information,0.1822650989358987,,2675,Nonlinear screening only; final selection must use training folds.
o3,target_pm25_6h,mutual_information,0.17956178274801715,,1565,Nonlinear screening only; final selection must use training folds.
no2_std_3h,target_pm25_6h,mutual_information,0.17943191282936022,,1565,Nonlinear screening only; final selection must use training folds.
humidity,target_pm25_6h,mutual_information,0.1787470794119166,,2675,Nonlinear screening only; final selection must use training folds.
pm25_lag_6h,target_pm25_6h,mutual_information,0.17398282082744032,,2675,Nonlinear screening only; final selection must use training folds.
o3_lag_15m,target_pm25_6h,mutual_information,0.17243446245542948,,1558,Nonlinear screening only; final selection must use training folds.
humidity_mean_3h,target_pm25_6h,mutual_information,0.17127057330491358,,2675,Nonlinear screening only; final selection must use training folds.
hour,target_pm25_6h,mutual_information,0.16836648658829567,,2675,Nonlinear screening only; final selection must use training folds.
o3_lag_3h,target_pm25_6h,mutual_information,0.16295020818525074,,1558,Nonlinear screening only; final selection must use training folds.
sin_hour,target_pm25_6h,mutual_information,0.16232166822037097,,2675,Nonlinear screening only; final selection must use training folds.
temperature_mean_1h,target_pm25_6h,mutual_information,0.1599691109291026,,2675,Nonlinear screening only; final selection must use training folds.
humidity_lag_3h,target_pm25_6h,mutual_information,0.15615127723283173,,2662,Nonlinear screening only; final selection must use training folds.
humidity_mean_1h,target_pm25_6h,mutual_information,0.15357826808932096,,2675,Nonlinear screening only; final selection must use training folds.
pm25_std_6h,target_pm25_6h,mutual_information,0.1527370772904293,,2675,Nonlinear screening only; final selection must use training folds.
cos_day_of_week,target_pm25_6h,mutual_information,0.15189781192764018,,2675,Nonlinear screening only; final selection must use training folds.
humidity_lag_15m,target_pm25_6h,mutual_information,0.14807326229137097,,2662,Nonlinear screening only; final selection must use training folds.
temperature_lag_1h,target_pm25_6h,mutual_information,0.14313775453793465,,2662,Nonlinear screening only; final selection must use training folds.
humidity_lag_1h,target_pm25_6h,mutual_information,0.13792199801134686,,2662,Nonlinear screening only; final selection must use training folds.
temperature,target_pm25_6h,mutual_information,0.13090995849465603,,2675,Nonlinear screening only; final selection must use training folds.
temperature_lag_15m,target_pm25_6h,mutual_information,0.12671720150067411,,2663,Nonlinear screening only; final selection must use training folds.
pm25_delta_3h,target_pm25_6h,mutual_information,0.12298321462164363,,2662,Nonlinear screening only; final selection must use training folds.
pm25_slope_3h,target_pm25_6h,mutual_information,0.12298321462164363,,2662,Nonlinear screening only; final selection must use training folds.
o3_lag_1h,target_pm25_6h,mutual_information,0.12058546235970358,,1558,Nonlinear screening only; final selection must use training folds.
pm25_range_3h,target_pm25_6h,mutual_information,0.10172555423821361,,2675,Nonlinear screening only; final selection must use training folds.
no2_lag_15m,target_pm25_6h,mutual_information,0.09216650804351545,,1558,Nonlinear screening only; final selection must use training folds.
no2,target_pm25_6h,mutual_information,0.08817548803302744,,1565,Nonlinear screening only; final selection must use training folds.
no2_mean_1h,target_pm25_6h,mutual_information,0.08372528492567355,,1565,Nonlinear screening only; final selection must use training folds.
pm25_std_3h,target_pm25_6h,mutual_information,0.07022826789027548,,2675,Nonlinear screening only; final selection must use training folds.
pm25_cv_6h,target_pm25_6h,mutual_information,0.06289705938946533,,2675,Nonlinear screening only; final selection must use training folds.
no2_lag_3h,target_pm25_6h,mutual_information,0.061360034041662015,,1558,Nonlinear screening only; final selection must use training folds.
pm25_delta_1h,target_pm25_6h,mutual_information,0.05884689451335934,,2662,Nonlinear screening only; final selection must use training folds.
no2_lag_1h,target_pm25_6h,mutual_information,0.05222373419570614,,1558,Nonlinear screening only; final selection must use training folds.
temperature_std_3h,target_pm25_6h,mutual_information,0.03483227187859139,,2675,Nonlinear screening only; final selection must use training folds.
recent_anomaly_count_3h,target_pm25_6h,mutual_information,0.032333727103533993,,2675,Nonlinear screening only; final selection must use training folds.
pm25_pct_change_1h,target_pm25_6h,mutual_information,0.027189547086757138,,2662,Nonlinear screening only; final selection must use training folds.
humidity_std_3h,target_pm25_6h,mutual_information,0.020912697306236794,,2675,Nonlinear screening only; final selection must use training folds.
cos_hour,target_pm25_6h,mutual_information,0.02069632250497211,,2675,Nonlinear screening only; final selection must use training folds.
pm25_delta_15m,target_pm25_6h,mutual_information,0.016108605695969835,,2662,Nonlinear screening only; final selection must use training folds.
minute,target_pm25_6h,mutual_information,0.0,,2675,Nonlinear screening only; final selection must use training folds.
pm25_std_1h,target_pm25_6h,mutual_information,0.0,,2675,Nonlinear screening only; final selection must use training folds.
