row_index,timestamp,sensor_id,city,feature,value,zscore_flag,mad_flag,iqr_flag,rolling_zscore_flag,isolation_forest_flag,lof_flag,anomaly_methods_triggered,methods,quality_flag,analytical_category
5112,2026-08-17T13:15:00Z,5,Nablus,aqi,48.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4284,2026-08-17T13:30:00Z,4,Nablus,pm25,7.18,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4284,2026-08-17T13:30:00Z,4,Nablus,temperature,41.57,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4284,2026-08-17T13:30:00Z,4,Nablus,humidity,34.37,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4284,2026-08-17T13:30:00Z,4,Nablus,aqi,40.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5113,2026-08-17T13:30:00Z,5,Nablus,pm25,8.68,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5113,2026-08-17T13:30:00Z,5,Nablus,temperature,39.39,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5113,2026-08-17T13:30:00Z,5,Nablus,humidity,34.55,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5113,2026-08-17T13:30:00Z,5,Nablus,aqi,48.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4285,2026-08-17T13:45:00Z,4,Nablus,pm25,7.26,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4285,2026-08-17T13:45:00Z,4,Nablus,temperature,42.9,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4285,2026-08-17T13:45:00Z,4,Nablus,humidity,32.64,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4285,2026-08-17T13:45:00Z,4,Nablus,aqi,41.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5114,2026-08-17T13:45:00Z,5,Nablus,pm25,8.91,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5114,2026-08-17T13:45:00Z,5,Nablus,temperature,38.11,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5114,2026-08-17T13:45:00Z,5,Nablus,humidity,36.03,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5114,2026-08-17T13:45:00Z,5,Nablus,aqi,49.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2689,2026-08-17T14:00:00Z,2,Nablus,pm25,8.49,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2689,2026-08-17T14:00:00Z,2,Nablus,temperature,33.26,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2689,2026-08-17T14:00:00Z,2,Nablus,humidity,46.71,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2689,2026-08-17T14:00:00Z,2,Nablus,aqi,47.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4286,2026-08-17T14:00:00Z,4,Nablus,pm25,6.78,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4286,2026-08-17T14:00:00Z,4,Nablus,temperature,43.07,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4286,2026-08-17T14:00:00Z,4,Nablus,humidity,32.25,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4286,2026-08-17T14:00:00Z,4,Nablus,aqi,38.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2690,2026-08-17T14:15:00Z,2,Nablus,pm25,8.34,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2690,2026-08-17T14:15:00Z,2,Nablus,temperature,33.91,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2690,2026-08-17T14:15:00Z,2,Nablus,humidity,44.98,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2690,2026-08-17T14:15:00Z,2,Nablus,aqi,46.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4287,2026-08-17T14:15:00Z,4,Nablus,pm25,6.79,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4287,2026-08-17T14:15:00Z,4,Nablus,temperature,42.47,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4287,2026-08-17T14:15:00Z,4,Nablus,humidity,32.76,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4287,2026-08-17T14:15:00Z,4,Nablus,aqi,38.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5116,2026-08-17T14:15:00Z,5,Nablus,pm25,8.93,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5116,2026-08-17T14:15:00Z,5,Nablus,temperature,36.84,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5116,2026-08-17T14:15:00Z,5,Nablus,humidity,37.87,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5116,2026-08-17T14:15:00Z,5,Nablus,aqi,49.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2691,2026-08-17T14:30:00Z,2,Nablus,pm25,8.68,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2691,2026-08-17T14:30:00Z,2,Nablus,temperature,33.88,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2691,2026-08-17T14:30:00Z,2,Nablus,humidity,44.82,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2691,2026-08-17T14:30:00Z,2,Nablus,aqi,48.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4288,2026-08-17T14:30:00Z,4,Nablus,pm25,6.78,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4288,2026-08-17T14:30:00Z,4,Nablus,temperature,42.17,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4288,2026-08-17T14:30:00Z,4,Nablus,humidity,32.44,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4288,2026-08-17T14:30:00Z,4,Nablus,aqi,38.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4289,2026-08-17T14:45:00Z,4,Nablus,pm25,7.19,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
4289,2026-08-17T14:45:00Z,4,Nablus,temperature,41.42,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
4289,2026-08-17T14:45:00Z,4,Nablus,humidity,33.42,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
4289,2026-08-17T14:45:00Z,4,Nablus,aqi,40.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
1267,2026-08-19T06:00:00Z,1,Tulkarem,pm25,13.19,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
1267,2026-08-19T06:00:00Z,1,Tulkarem,temperature,24.8,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
1267,2026-08-19T06:00:00Z,1,Tulkarem,humidity,54.61,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
1267,2026-08-19T06:00:00Z,1,Tulkarem,no2,12.11,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
1267,2026-08-19T06:00:00Z,1,Tulkarem,o3,66.83,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
1267,2026-08-19T06:00:00Z,1,Tulkarem,aqi,73.0,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
2864,2026-08-19T09:45:00Z,2,Nablus,temperature,34.09,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2865,2026-08-19T10:00:00Z,2,Nablus,temperature,34.93,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2866,2026-08-19T10:15:00Z,2,Nablus,temperature,35.3,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2867,2026-08-19T10:30:00Z,2,Nablus,temperature,35.03,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2868,2026-08-19T10:45:00Z,2,Nablus,temperature,35.14,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2869,2026-08-19T11:00:00Z,2,Nablus,temperature,35.51,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2870,2026-08-19T11:15:00Z,2,Nablus,temperature,35.59,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2871,2026-08-19T11:30:00Z,2,Nablus,temperature,35.02,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2872,2026-08-19T11:45:00Z,2,Nablus,temperature,34.83,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2873,2026-08-19T12:00:00Z,2,Nablus,temperature,34.58,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2874,2026-08-19T12:15:00Z,2,Nablus,temperature,34.61,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
2875,2026-08-19T12:30:00Z,2,Nablus,temperature,34.33,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4472,2026-08-19T12:30:00Z,4,Nablus,temperature,46.4,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2876,2026-08-19T12:45:00Z,2,Nablus,temperature,34.19,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4473,2026-08-19T12:45:00Z,4,Nablus,temperature,47.2,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2877,2026-08-19T13:00:00Z,2,Nablus,temperature,34.5,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4474,2026-08-19T13:00:00Z,4,Nablus,temperature,48.31,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2878,2026-08-19T13:15:00Z,2,Nablus,temperature,34.46,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4475,2026-08-19T13:15:00Z,4,Nablus,temperature,48.46,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2879,2026-08-19T13:30:00Z,2,Nablus,temperature,34.36,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4476,2026-08-19T13:30:00Z,4,Nablus,temperature,47.3,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2880,2026-08-19T13:45:00Z,2,Nablus,temperature,34.72,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4477,2026-08-19T13:45:00Z,4,Nablus,temperature,47.77,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2881,2026-08-19T14:00:00Z,2,Nablus,temperature,35.05,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4478,2026-08-19T14:00:00Z,4,Nablus,temperature,48.24,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2882,2026-08-19T14:15:00Z,2,Nablus,temperature,35.21,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4479,2026-08-19T14:15:00Z,4,Nablus,temperature,47.94,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2883,2026-08-19T14:30:00Z,2,Nablus,temperature,35.26,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4480,2026-08-19T14:30:00Z,4,Nablus,temperature,47.88,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2884,2026-08-19T14:45:00Z,2,Nablus,temperature,35.17,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4481,2026-08-19T14:45:00Z,4,Nablus,temperature,47.02,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2885,2026-08-19T15:00:00Z,2,Nablus,temperature,35.48,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4482,2026-08-19T15:00:00Z,4,Nablus,temperature,46.24,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2886,2026-08-19T15:15:00Z,2,Nablus,temperature,35.55,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4483,2026-08-19T15:15:00Z,4,Nablus,temperature,46.15,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2887,2026-08-19T15:30:00Z,2,Nablus,temperature,34.73,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4484,2026-08-19T15:30:00Z,4,Nablus,temperature,45.33,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
1340,2026-08-20T00:30:00Z,1,Tulkarem,temperature,23.52,False,False,False,False,False,True,1,lof,SUSPICIOUS,MULTIVARIATE_ANOMALY
1340,2026-08-20T00:30:00Z,1,Tulkarem,humidity,59.69,False,False,False,False,False,True,1,lof,SUSPICIOUS,MULTIVARIATE_ANOMALY
1340,2026-08-20T00:30:00Z,1,Tulkarem,no2,12.09,False,False,False,False,False,True,1,lof,SUSPICIOUS,MULTIVARIATE_ANOMALY
1340,2026-08-20T00:30:00Z,1,Tulkarem,o3,36.6,False,False,False,False,False,True,1,lof,SUSPICIOUS,MULTIVARIATE_ANOMALY
1340,2026-08-20T00:30:00Z,1,Tulkarem,aqi,124.0,False,False,False,False,False,True,1,lof,SUSPICIOUS,MULTIVARIATE_ANOMALY
1360,2026-08-20T05:30:00Z,1,Tulkarem,pm25,9.89,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
1360,2026-08-20T05:30:00Z,1,Tulkarem,temperature,24.5,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
1360,2026-08-20T05:30:00Z,1,Tulkarem,humidity,56.7,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
1360,2026-08-20T05:30:00Z,1,Tulkarem,no2,12.05,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
1360,2026-08-20T05:30:00Z,1,Tulkarem,o3,62.87,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
1360,2026-08-20T05:30:00Z,1,Tulkarem,aqi,55.0,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
5386,2026-08-20T10:00:00Z,5,Nablus,pm25,13.43,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5386,2026-08-20T10:00:00Z,5,Nablus,temperature,48.1,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5386,2026-08-20T10:00:00Z,5,Nablus,humidity,20.73,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5386,2026-08-20T10:00:00Z,5,Nablus,aqi,74.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5387,2026-08-20T10:15:00Z,5,Nablus,pm25,12.54,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5387,2026-08-20T10:15:00Z,5,Nablus,humidity,19.96,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5387,2026-08-20T10:15:00Z,5,Nablus,aqi,69.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5388,2026-08-20T10:30:00Z,5,Nablus,pm25,11.86,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5388,2026-08-20T10:30:00Z,5,Nablus,humidity,19.61,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5388,2026-08-20T10:30:00Z,5,Nablus,aqi,66.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5389,2026-08-20T10:45:00Z,5,Nablus,pm25,12.67,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5389,2026-08-20T10:45:00Z,5,Nablus,humidity,21.21,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5389,2026-08-20T10:45:00Z,5,Nablus,aqi,71.0,False,False,False,False,True,False,1,isolation_forest,NORMAL,MULTIVARIATE_ANOMALY
5390,2026-08-20T11:00:00Z,5,Nablus,temperature,49.41,False,True,False,False,False,False,1,mad,NORMAL,UNCERTAIN
4589,2026-08-20T18:00:00Z,4,Nablus,pm25,21.73,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4589,2026-08-20T18:00:00Z,4,Nablus,aqi,121.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4590,2026-08-20T18:15:00Z,4,Nablus,aqi,121.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
4591,2026-08-20T18:30:00Z,4,Nablus,pm25,23.82,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4591,2026-08-20T18:30:00Z,4,Nablus,aqi,132.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4592,2026-08-20T18:45:00Z,4,Nablus,pm25,26.35,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4592,2026-08-20T18:45:00Z,4,Nablus,aqi,147.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5421,2026-08-20T18:45:00Z,5,Nablus,pm25,33.2,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,LIKELY_ENVIRONMENTAL_EVENT
5421,2026-08-20T18:45:00Z,5,Nablus,aqi,184.0,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,LIKELY_ENVIRONMENTAL_EVENT
2996,2026-08-20T19:00:00Z,2,Nablus,pm25,31.51,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2996,2026-08-20T19:00:00Z,2,Nablus,aqi,175.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4593,2026-08-20T19:00:00Z,4,Nablus,pm25,28.58,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4593,2026-08-20T19:00:00Z,4,Nablus,aqi,159.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
2997,2026-08-20T19:15:00Z,2,Nablus,pm25,36.38,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,LIKELY_ENVIRONMENTAL_EVENT
4594,2026-08-20T19:15:00Z,4,Nablus,pm25,31.82,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4594,2026-08-20T19:15:00Z,4,Nablus,aqi,177.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
2998,2026-08-20T19:30:00Z,2,Nablus,pm25,37.74,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4595,2026-08-20T19:30:00Z,4,Nablus,pm25,35.27,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4595,2026-08-20T19:30:00Z,4,Nablus,aqi,196.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
5424,2026-08-20T19:30:00Z,5,Nablus,pm25,36.42,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,LIKELY_ENVIRONMENTAL_EVENT
2999,2026-08-20T19:45:00Z,2,Nablus,pm25,37.57,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4596,2026-08-20T19:45:00Z,4,Nablus,pm25,37.48,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,LIKELY_ENVIRONMENTAL_EVENT
5425,2026-08-20T19:45:00Z,5,Nablus,pm25,39.31,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
3000,2026-08-20T20:00:00Z,2,Nablus,pm25,36.71,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4597,2026-08-20T20:00:00Z,4,Nablus,pm25,36.42,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
5426,2026-08-20T20:00:00Z,5,Nablus,pm25,37.85,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4598,2026-08-20T20:15:00Z,4,Nablus,pm25,32.71,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,LIKELY_ENVIRONMENTAL_EVENT
4598,2026-08-20T20:15:00Z,4,Nablus,aqi,182.0,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,MULTIVARIATE_ANOMALY
5427,2026-08-20T20:15:00Z,5,Nablus,pm25,38.63,False,False,False,True,False,False,1,rolling_zscore,NORMAL,LIKELY_ENVIRONMENTAL_EVENT
4599,2026-08-20T20:30:00Z,4,Nablus,pm25,26.62,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,LIKELY_ENVIRONMENTAL_EVENT
4599,2026-08-20T20:30:00Z,4,Nablus,aqi,148.0,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,LIKELY_ENVIRONMENTAL_EVENT
5428,2026-08-20T20:30:00Z,5,Nablus,pm25,35.2,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,LIKELY_ENVIRONMENTAL_EVENT
5428,2026-08-20T20:30:00Z,5,Nablus,aqi,196.0,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,LIKELY_ENVIRONMENTAL_EVENT
4600,2026-08-20T20:45:00Z,4,Nablus,pm25,26.05,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4600,2026-08-20T20:45:00Z,4,Nablus,aqi,144.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4609,2026-08-20T23:00:00Z,4,Nablus,temperature,29.77,False,False,False,False,False,True,1,lof,SUSPICIOUS,MULTIVARIATE_ANOMALY
4609,2026-08-20T23:00:00Z,4,Nablus,humidity,65.86,False,False,False,False,False,True,1,lof,SUSPICIOUS,MULTIVARIATE_ANOMALY
4609,2026-08-20T23:00:00Z,4,Nablus,aqi,130.0,False,False,False,False,False,True,1,lof,SUSPICIOUS,MULTIVARIATE_ANOMALY
4610,2026-08-20T23:15:00Z,4,Nablus,pm25,35.08,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,MULTIVARIATE_ANOMALY
4610,2026-08-20T23:15:00Z,4,Nablus,aqi,195.0,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,MULTIVARIATE_ANOMALY
4611,2026-08-20T23:30:00Z,4,Nablus,pm25,35.31,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4611,2026-08-20T23:30:00Z,4,Nablus,aqi,196.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4612,2026-08-20T23:45:00Z,4,Nablus,pm25,35.4,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,UNCERTAIN
4613,2026-08-21T00:00:00Z,4,Nablus,pm25,32.54,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,MULTIVARIATE_ANOMALY
4613,2026-08-21T00:00:00Z,4,Nablus,aqi,181.0,False,False,False,True,False,False,1,rolling_zscore,SUSPICIOUS,MULTIVARIATE_ANOMALY
4614,2026-08-21T00:15:00Z,4,Nablus,pm25,33.06,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4614,2026-08-21T00:15:00Z,4,Nablus,aqi,184.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4615,2026-08-21T00:30:00Z,4,Nablus,pm25,31.51,False,False,False,True,False,False,1,rolling_zscore,NORMAL,UNCERTAIN
4616,2026-08-21T00:45:00Z,4,Nablus,pm25,33.51,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4616,2026-08-21T00:45:00Z,4,Nablus,aqi,186.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4617,2026-08-21T01:00:00Z,4,Nablus,pm25,32.76,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
4617,2026-08-21T01:00:00Z,4,Nablus,aqi,182.0,False,False,False,True,False,False,1,rolling_zscore,NORMAL,MULTIVARIATE_ANOMALY
5457,2026-08-21T03:45:00Z,5,Nablus,pm25,44.3,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
5457,2026-08-21T03:45:00Z,5,Nablus,temperature,29.27,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
5457,2026-08-21T03:45:00Z,5,Nablus,humidity,63.18,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
5457,2026-08-21T03:45:00Z,5,Nablus,aqi,117.0,False,False,False,False,False,True,1,lof,NORMAL,MULTIVARIATE_ANOMALY
