feature,importance
pm25,0.4907157652710796
pm25_who_24h_average,0.15326463873932156
pm25_mean_1h,0.0819405716501335
pm25_who_24h_ratio,0.07569823273021742
pm25_lag_15m,0.05186324171428922
pm25_humidity_interaction,0.04555299979747574
sin_hour,0.006021186178422995
pm25_median_3h,0.005467195150383666
pm25_min_3h,0.004991760472079897
no2_std_3h,0.004427218227393322
day_of_week,0.004107053747607754
pm25_lag_6h,0.002865331659114772
sin_day_of_week,0.002759183512661122
temperature_humidity_interaction,0.0024530334085433774
temperature_mean_3h,0.0024263200585503473
temperature,0.0023901514466859774
no2_mean_1h,0.0023705058780412766
temperature_lag_1h,0.0023223807674106296
temperature_lag_3h,0.0023113476179344758
humidity_lag_3h,0.002310972861952666
humidity_mean_3h,0.002290161213470282
pm25_std_6h,0.002175897968274034
pm25_mean_6h,0.0021327576119119173
temperature_std_3h,0.0021111959939566064
pm25_cv_6h,0.0020615402235051716
hour,0.0019991289090184206
humidity_std_3h,0.0018464846879977974
pm25_pct_change_1h,0.0018374426830559106
humidity_lag_1h,0.0018159379006062997
pm25_mean_3h,0.0016764994001256823
humidity,0.0016264812240056785
pm25_std_1h,0.0015715887703924916
temperature_mean_1h,0.0015514188572407113
o3_std_3h,0.0015364925187538727
temperature_lag_15m,0.001536205249195432
pm25_std_3h,0.0014876674146130989
pm25_range_3h,0.0014687360785613872
pm25_delta_1h,0.0014042388462093883
no2_lag_1h,0.0013681730629063302
pm25_delta_15m,0.0013201531834713975
pm25_lag_1h,0.0012980511419776184
pm25_lag_3h,0.0012261810374363015
pm25_delta_3h,0.0012120553842903672
pm25_slope_3h,0.0012119213318552862
cos_hour,0.0012044944183399215
pm25_who_24h_coverage,0.0011880267771780897
humidity_mean_1h,0.0011784321494764758
humidity_lag_15m,0.0011535035493363316
cos_day_of_week,0.0008944080034334575
pm25_max_3h,0.0008822872784621227
no2_lag_15m,0.0008525066849687219
no2_mean_3h,0.0008516841034706097
o3_mean_1h,0.0008090978419396362
o3_mean_3h,0.0007960024872655224
o3,0.0007099373866803811
o3_lag_15m,0.0004904541748609307
o3_lag_3h,0.0004807316544343854
no2,0.0004196009198178382
o3_lag_1h,0.00039901065482500324
sensor_id,0.0003013506442317885
no2_lag_3h,0.00023832466791383266
minute,0.0001902768985878954
is_weekend,0.00016096827998824024
recent_gap_count_3h,0.00010861645348082375
recent_anomaly_count_3h,8.795916906111812e-05
current_quality_review_flag,7.62517982008434e-05
jump_flag,6.314285717601697e-05
flatline_flag,4.937674362370145e-06
recent_missing_pm25_count_3h,2.3990164654678567e-07
suspicious_value_flag,2.1854373926654403e-08
missing_flag,0.0
sampling_gap_flag,0.0
possible_drift_flag,0.0
